Year,Decade,Game,Screenshot,Genres,Themes,Keywords,Player Perspectives,Developers,C1_R,C1_G,C1_B,C2_R,C2_G,C2_B,C3_R,C3_G,C3_B,C4_R,C4_G,C4_B,C5_R,C5_G,C5_B
1980,1980,The Wizard and the Princess,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\bfduizpvgskmcbb8e7js.jpg,Adventure,Fantasy,,Text,On-Line Systems|On-Line Systems,0,120,240,0,0,0,130,110,150,80,80,80,200,230,200
1980,1980,Star Raiders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\ik51khom1jdosydiiyod.jpg,Shooter|Simulator,Action|Science fiction,space simulation|space combat|shoot 'em up,First person,Atari,40,160,50,0,0,100,30,40,100,110,90,140,40,80,80
1980,1980,Star Raiders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\utirzgervwfvnh3juhra.jpg,Shooter|Simulator,Action|Science fiction,space simulation|space combat|shoot 'em up,First person,Atari,60,120,50,40,70,0,150,100,150,80,70,110,30,60,80
1980,1980,Star Raiders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\xamsztgofqdwijlzykur.jpg,Shooter|Simulator,Action|Science fiction,space simulation|space combat|shoot 'em up,First person,Atari,30,100,60,70,160,60,110,90,120,40,70,0,30,50,80
1980,1980,Star Raiders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\l5qg2aspp8fphyoybgap.jpg,Shooter|Simulator,Action|Science fiction,space simulation|space combat|shoot 'em up,First person,Atari,30,130,60,140,130,160,20,40,90,40,70,10,30,80,80
1980,1980,Star Raiders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scz2w8.jpg,Shooter|Simulator,Action|Science fiction,space simulation|space combat|shoot 'em up,First person,Atari,200,200,200,40,40,40,0,0,0,150,140,160,100,90,100
1980,1980,Armor Attack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\doktmedjt4w06s9rzgsn.jpg,Shooter|Arcade,Action|Warfare,shoot 'em up|tank|vector graphics,Third person|Bird view / Isometric,Cinematronics|Cinematronics,10,90,10,0,0,0,130,0,10,100,140,40,230,210,20
1980,1980,Armor Attack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmlja.jpg,Shooter|Arcade,Action|Warfare,shoot 'em up|tank|vector graphics,Third person|Bird view / Isometric,Cinematronics|Cinematronics,0,50,20,80,80,30,0,0,0,40,50,20,120,120,20
1980,1980,Berzerk,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\tae9m2dofiafdjspqeig.jpg,Shooter|Simulator,Action|Science fiction,robots|maze|pixel art|fixed camera|single-player only|single-screen level|unbeatable enemies|controversy|never-ending|speech synthesis|persistent enemy|screen overlay,Bird view / Isometric,Stern Electronics,10,0,120,180,180,180,0,0,0,120,120,140,70,70,40
1980,1980,Berzerk,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\e0umk85bh79gqaid9x0k.jpg,Shooter|Simulator,Action|Science fiction,robots|maze|pixel art|fixed camera|single-player only|single-screen level|unbeatable enemies|controversy|never-ending|speech synthesis|persistent enemy|screen overlay,Bird view / Isometric,Stern Electronics,50,50,180,70,60,110,120,120,140,90,70,60,20,20,80
1980,1980,Berzerk,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn8cr.jpg,Shooter|Simulator,Action|Science fiction,robots|maze|pixel art|fixed camera|single-player only|single-screen level|unbeatable enemies|controversy|never-ending|speech synthesis|persistent enemy|screen overlay,Bird view / Isometric,Stern Electronics,0,0,0,50,50,0,0,0,70,10,100,10,,,
1980,1980,Berzerk,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scxi3q.jpg,Shooter|Simulator,Action|Science fiction,robots|maze|pixel art|fixed camera|single-player only|single-screen level|unbeatable enemies|controversy|never-ending|speech synthesis|persistent enemy|screen overlay,Bird view / Isometric,Stern Electronics,40,0,0,0,0,0,0,0,40,110,0,10,,,
1980,1980,Berzerk,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scxi3r.jpg,Shooter|Simulator,Action|Science fiction,robots|maze|pixel art|fixed camera|single-player only|single-screen level|unbeatable enemies|controversy|never-ending|speech synthesis|persistent enemy|screen overlay,Bird view / Isometric,Stern Electronics,10,60,60,0,0,0,0,0,50,,,,,,
1980,1980,Mystery House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sikxa1asllqzayb750qb.jpg,Adventure,Thriller|Mystery,exploration|murder|death|crime|vector graphics|darkness|text adventure,Text,Sierra On-Line|Sierra On-Line,90,90,90,0,0,0,40,10,40,60,60,60,,,
1980,1980,Mystery House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\vcdtmedvnrrolzfxr1fa.jpg,Adventure,Thriller|Mystery,exploration|murder|death|crime|vector graphics|darkness|text adventure,Text,Sierra On-Line|Sierra On-Line,40,40,40,0,0,0,60,60,60,90,90,90,,,
1980,1980,Mystery House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\gapesavazong4oi243vr.jpg,Adventure,Thriller|Mystery,exploration|murder|death|crime|vector graphics|darkness|text adventure,Text,Sierra On-Line|Sierra On-Line,50,50,50,0,0,0,30,20,40,80,80,80,,,
1980,1980,Mystery House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\dtenqhpncx9pkahpery3.jpg,Adventure,Thriller|Mystery,exploration|murder|death|crime|vector graphics|darkness|text adventure,Text,Sierra On-Line|Sierra On-Line,170,170,170,40,40,40,0,0,0,80,80,80,120,120,120
1980,1980,Mystery House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\qgy2e6kdz7yaifxihjcp.jpg,Adventure,Thriller|Mystery,exploration|murder|death|crime|vector graphics|darkness|text adventure,Text,Sierra On-Line|Sierra On-Line,50,50,50,70,70,70,110,110,110,0,0,0,,,
1980,1980,Pac-Man,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\lj2kcqipjyn6blp6qqgo.jpg,Arcade,Action|Survival,ghosts|mascot|death|maze|compilation|steam|achievements|hiding|artificial intelligence|pixel art|high score|hide and seek|race cars|8-bit|digital distribution|anthropomorphism|platform exclusive|protagonist's name in the title|microtransaction|motion control|collectibles|non-humanoid protagonist|launch titles|original soundtrack release|non-player character|single-screen level|downloadable content|xbox live|real-time combat|cga graphics|female antagonist|apple game center|wraparound world|digital rights management|leaderboard|xbox one backwards compatibility|controversy|day one dlc|temporary invincibility|no dialogue|vore|eat or be eaten|never-ending|non-five achievements|full game unlock|adapted to - tv show|playstation home tie-in|persistent enemy|comic relief|nameless location|taste of power|promotional drink tie-in|adapted to - movie|impossible 100% completion|male protagonist,Bird view / Isometric,Namco,130,130,130,0,0,0,100,60,40,10,30,70,,,
1980,1980,Pac-Man,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\v1urtvrki2fao4uxl42u.jpg,Arcade,Action|Survival,ghosts|mascot|death|maze|compilation|steam|achievements|hiding|artificial intelligence|pixel art|high score|hide and seek|race cars|8-bit|digital distribution|anthropomorphism|platform exclusive|protagonist's name in the title|microtransaction|motion control|collectibles|non-humanoid protagonist|launch titles|original soundtrack release|non-player character|single-screen level|downloadable content|xbox live|real-time combat|cga graphics|female antagonist|apple game center|wraparound world|digital rights management|leaderboard|xbox one backwards compatibility|controversy|day one dlc|temporary invincibility|no dialogue|vore|eat or be eaten|never-ending|non-five achievements|full game unlock|adapted to - tv show|playstation home tie-in|persistent enemy|comic relief|nameless location|taste of power|promotional drink tie-in|adapted to - movie|impossible 100% completion|male protagonist,Bird view / Isometric,Namco,0,0,0,20,10,40,60,140,170,10,20,80,210,140,50
1980,1980,Pac-Man,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\xpuxy1rebcfuvuvnjmxe.jpg,Arcade,Action|Survival,ghosts|mascot|death|maze|compilation|steam|achievements|hiding|artificial intelligence|pixel art|high score|hide and seek|race cars|8-bit|digital distribution|anthropomorphism|platform exclusive|protagonist's name in the title|microtransaction|motion control|collectibles|non-humanoid protagonist|launch titles|original soundtrack release|non-player character|single-screen level|downloadable content|xbox live|real-time combat|cga graphics|female antagonist|apple game center|wraparound world|digital rights management|leaderboard|xbox one backwards compatibility|controversy|day one dlc|temporary invincibility|no dialogue|vore|eat or be eaten|never-ending|non-five achievements|full game unlock|adapted to - tv show|playstation home tie-in|persistent enemy|comic relief|nameless location|taste of power|promotional drink tie-in|adapted to - movie|impossible 100% completion|male protagonist,Bird view / Isometric,Namco,40,20,10,100,80,70,170,150,120,0,0,0,10,30,60
1980,1980,Pac-Man,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\kr4ab83g3iclfdfznbtt.jpg,Arcade,Action|Survival,ghosts|mascot|death|maze|compilation|steam|achievements|hiding|artificial intelligence|pixel art|high score|hide and seek|race cars|8-bit|digital distribution|anthropomorphism|platform exclusive|protagonist's name in the title|microtransaction|motion control|collectibles|non-humanoid protagonist|launch titles|original soundtrack release|non-player character|single-screen level|downloadable content|xbox live|real-time combat|cga graphics|female antagonist|apple game center|wraparound world|digital rights management|leaderboard|xbox one backwards compatibility|controversy|day one dlc|temporary invincibility|no dialogue|vore|eat or be eaten|never-ending|non-five achievements|full game unlock|adapted to - tv show|playstation home tie-in|persistent enemy|comic relief|nameless location|taste of power|promotional drink tie-in|adapted to - movie|impossible 100% completion|male protagonist,Bird view / Isometric,Namco,0,0,0,120,90,60,150,160,190,10,30,70,,,
1980,1980,Pac-Man,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\fqsevqrwrwoybmhqh145.jpg,Arcade,Action|Survival,ghosts|mascot|death|maze|compilation|steam|achievements|hiding|artificial intelligence|pixel art|high score|hide and seek|race cars|8-bit|digital distribution|anthropomorphism|platform exclusive|protagonist's name in the title|microtransaction|motion control|collectibles|non-humanoid protagonist|launch titles|original soundtrack release|non-player character|single-screen level|downloadable content|xbox live|real-time combat|cga graphics|female antagonist|apple game center|wraparound world|digital rights management|leaderboard|xbox one backwards compatibility|controversy|day one dlc|temporary invincibility|no dialogue|vore|eat or be eaten|never-ending|non-five achievements|full game unlock|adapted to - tv show|playstation home tie-in|persistent enemy|comic relief|nameless location|taste of power|promotional drink tie-in|adapted to - movie|impossible 100% completion|male protagonist,Bird view / Isometric,Namco,10,30,60,0,0,0,190,120,30,60,100,180,,,
1980,1980,StarQuest: Rescue at Rigel,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpnxn.jpg,Role-playing (RPG),Science fiction,roguelike|real-time|cga graphics,Bird view / Isometric,Automated Simulations|Automated Simulations,120,110,80,90,160,80,80,80,80,160,160,80,240,240,80
1980,1980,StarQuest: Rescue at Rigel,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpnxo.jpg,Role-playing (RPG),Science fiction,roguelike|real-time|cga graphics,Bird view / Isometric,Automated Simulations|Automated Simulations,170,170,80,110,110,80,140,140,80,90,160,90,80,80,80
1980,1980,Rogue,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\wd59uj7pchdfqh1ngkjq.jpg,Role-playing (RPG)|Strategy|Adventure,Fantasy,orcs|magic|turn-based|roguelike|procedural generation|permadeath|ascii|backtracking|traps|snake|trolls|leveling up|bow and arrow|goblins|randomly generated dungeons|centaurs|single-screen level|potion|secret area|yeti|dart|disorientation|real time game clock,Bird view / Isometric|Text,Artificial Intelligence Design,60,60,40,0,0,0,80,80,80,40,30,20,,,
1980,1980,Rogue,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\idq3x1x5yme1ydnido72.jpg,Role-playing (RPG)|Strategy|Adventure,Fantasy,orcs|magic|turn-based|roguelike|procedural generation|permadeath|ascii|backtracking|traps|snake|trolls|leveling up|bow and arrow|goblins|randomly generated dungeons|centaurs|single-screen level|potion|secret area|yeti|dart|disorientation|real time game clock,Bird view / Isometric|Text,Artificial Intelligence Design,180,180,180,0,0,0,220,80,220,60,50,60,110,90,110
1980,1980,Rogue,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\nxfv25ykbgbqxd3dclu8.jpg,Role-playing (RPG)|Strategy|Adventure,Fantasy,orcs|magic|turn-based|roguelike|procedural generation|permadeath|ascii|backtracking|traps|snake|trolls|leveling up|bow and arrow|goblins|randomly generated dungeons|centaurs|single-screen level|potion|secret area|yeti|dart|disorientation|real time game clock,Bird view / Isometric|Text,Artificial Intelligence Design,130,120,70,0,0,0,40,30,30,120,70,40,70,70,60
1980,1980,Crazy Climber,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5s2y.jpg,Platform|Arcade,Action,parkour|bird|wall climbing|wii virtual console,Side view,Nichibutsu|Nichibutsu,180,70,10,180,150,70,210,90,20,170,220,120,170,190,100
1980,1980,Crazy Climber,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5s2z.jpg,Platform|Arcade,Action,parkour|bird|wall climbing|wii virtual console,Side view,Nichibutsu|Nichibutsu,0,0,0,0,10,190,0,20,80,10,70,150,180,190,180
1980,1980,Crazy Climber,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn47d.jpg,Platform|Arcade,Action,parkour|bird|wall climbing|wii virtual console,Side view,Nichibutsu|Nichibutsu,0,0,0,160,140,100,120,200,220,120,60,40,240,220,140
1980,1980,Crazy Climber,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn47e.jpg,Platform|Arcade,Action,parkour|bird|wall climbing|wii virtual console,Side view,Nichibutsu|Nichibutsu,230,200,130,0,0,0,20,120,230,130,80,50,140,200,200
1980,1980,Crazy Climber,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn47f.jpg,Platform|Arcade,Action,parkour|bird|wall climbing|wii virtual console,Side view,Nichibutsu|Nichibutsu,140,210,220,10,20,40,120,70,40,20,120,230,180,170,130
1980,1980,Armor Battle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpk9x.jpg,Shooter|Arcade,Action|Warfare,shoot 'em up,Bird view / Isometric,Mattel Electronics,80,140,80,190,200,160,0,0,0,120,200,130,,,
1980,1980,Auto Racing,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpr9w.jpg,Racing|Arcade,Action,,Bird view / Isometric,Mattel Electronics,120,150,150,10,140,80,0,0,0,60,100,40,190,180,200
1980,1980,Carnival,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpmuo.jpg,Shooter|Arcade,Action,shoot 'em up|rabbit|launch titles,Side view,Sega/Gremlin,100,100,60,30,60,60,0,0,0,110,10,10,,,
1980,1980,Major League Baseball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpka7.jpg,Sport,Action,baseball|licensed game|controller overlay,Bird view / Isometric,APh Technological Consulting,30,80,160,0,0,0,30,60,40,60,100,60,190,180,200
1980,1980,Skiing,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpra0.jpg,Sport,Action|Non-fiction,skiing|vertical scrolling|turn-based multiplayer,Bird view / Isometric,APh Technological Consulting,260,260,260,100,130,240,0,50,250,30,160,100,180,200,200
1980,1980,NASL Soccer,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpzjt.jpg,Sport,Action|Non-fiction,soccer|football|time limit|countdown timer,Side view,APh Technological Consulting,160,180,160,0,0,0,50,100,60,30,50,30,110,140,110
1980,1980,Basketball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpka9.jpg,Sport,Action,basketball,Side view,Mattel Electronics,150,140,90,250,220,70,0,0,0,210,200,190,70,70,40
1980,1980,N-Sub,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpzwe.jpg,Shooter|Arcade,Action|Warfare,submarine,Side view,"Compile|Sega Enterprises, Ltd.",10,20,40,0,0,160,0,160,250,0,140,250,0,0,220
1980,1980,Tranquillizer Gun,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpmup.jpg,Shooter|Arcade,Action,hunting|shoot 'em up|maze|time limit|hiding|snake|high score|hide and seek|monkey|gorilla|human|lion|non-player character|fuel management|robbery|pacifist playthrough|monster capturing|moving bodies,Bird view / Isometric,"Sega Enterprises, Ltd.",20,160,30,10,90,10,10,240,10,40,60,70,0,0,0
1980,1980,Mission Asteroid,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\flyduh9qmhrb7bovwcar.jpg,Adventure,Science fiction,interactive fiction,Text,On-Line Systems,40,40,40,0,0,0,30,170,10,80,80,80,120,120,120
1980,1980,Mission Asteroid,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\x7teuworjfcx6jcv97p6.jpg,Adventure,Science fiction,interactive fiction,Text,On-Line Systems,30,30,50,190,220,220,0,0,0,140,150,160,80,80,80
1980,1980,Mission Asteroid,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\szhjogphbjh8sbukls0y.jpg,Adventure,Science fiction,interactive fiction,Text,On-Line Systems,130,130,130,210,190,210,40,40,40,0,0,0,90,90,90
1980,1980,Mission Asteroid,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\z1jjf4i8r4awpw2t1afe.jpg,Adventure,Science fiction,interactive fiction,Text,On-Line Systems,200,220,190,0,0,0,180,210,210,40,40,60,130,140,130
1980,1980,Wizard of Wor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafmi.jpg,Shooter|Strategy|Arcade,Action|Fantasy|Horror,retro|magic|maze|teleportation|wraparound world|never-ending|speech synthesis,Bird view / Isometric,Dave Nutting Associates,10,20,60,20,70,200,20,40,120,0,0,0,110,90,10
1980,1980,Wizard of Wor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafmj.jpg,Shooter|Strategy|Arcade,Action|Fantasy|Horror,retro|magic|maze|teleportation|wraparound world|never-ending|speech synthesis,Bird view / Isometric,Dave Nutting Associates,90,30,20,0,0,0,190,60,40,20,60,170,120,120,10
1980,1980,Wizard of Wor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafmp.jpg,Shooter|Strategy|Arcade,Action|Fantasy|Horror,retro|magic|maze|teleportation|wraparound world|never-ending|speech synthesis,Bird view / Isometric,Dave Nutting Associates,20,20,50,0,0,0,40,40,110,50,50,30,180,190,100
